2019-11-25 10:26:00,584: 'o'
2019-11-25 10:26:00,815: 'r'
2019-11-25 10:26:01,087: 'k'
2019-11-25 10:26:01,287: Key.space
2019-11-25 10:26:02,007: 'o'
2019-11-25 10:26:02,215: 'n'
2019-11-25 10:26:02,375: Key.space
2019-11-25 10:26:03,480: 'w'
2019-11-25 10:26:03,647: 'i'
2019-11-25 10:26:03,886: 'n'
2019-11-25 10:26:04,175: 'd'
2019-11-25 10:26:04,335: 'o'
2019-11-25 10:26:04,463: 'w'
2019-11-25 10:26:04,654: 's'
2019-11-25 10:26:04,783: Key.space
2019-11-25 10:26:05,006: 'p'
2019-11-25 10:26:05,112: 'a'
2019-11-25 10:26:05,271: 's'
2019-11-25 10:26:05,494: 's'
2019-11-25 10:26:07,584: Key.down
2019-11-25 10:26:07,871: Key.enter
2019-11-25 10:28:51,782: Key.cmd
2019-11-25 10:28:51,910: 'd'
2019-11-25 10:29:03,678: 'd'
2019-11-25 10:29:04,711: 'd'
2019-11-25 10:29:28,559: Key.cmd
2019-11-25 10:29:28,759: 'r'
2019-11-25 10:29:31,959: 's'
2019-11-25 10:29:32,088: 'l'
2019-11-25 10:29:32,271: 'o'
2019-11-25 10:29:33,302: Key.backspace
2019-11-25 10:29:33,478: Key.backspace
2019-11-25 10:29:33,638: Key.backspace
2019-11-25 10:29:33,751: Key.backspace
2019-11-25 10:29:33,959: 'a'
2019-11-25 10:29:34,359: 'l'
2019-11-25 10:29:34,503: 'o'
2019-11-25 10:29:34,767: 'h'
2019-11-25 10:29:34,912: 'a'
2019-11-25 10:29:35,399: Key.enter
2019-11-25 10:29:35,871: Key.alt_l
2019-11-25 10:29:36,295: Key.tab
2019-11-25 10:32:48,247: Key.alt_l
2019-11-25 10:32:48,374: Key.tab
2019-11-25 10:34:31,870: Key.ctrl_l
2019-11-25 10:34:32,062: Key.enter
2019-11-25 10:36:04,263: Key.cmd
2019-11-25 10:36:04,390: 'd'
2019-11-25 10:42:27,791: Key.ctrl_l
2019-11-25 10:42:28,166: 'w'
2019-11-25 10:42:28,877: Key.ctrl_l
2019-11-25 10:42:28,974: 'w'
2019-11-25 10:42:30,109: Key.ctrl_l
2019-11-25 10:42:30,229: 'w'
2019-11-25 10:42:36,278: 't'
2019-11-25 10:42:36,549: 'a'
2019-11-25 10:42:36,716: 'b'
2019-11-25 10:42:36,976: 'l'
2019-11-25 10:42:37,067: 'e'
2019-11-25 10:42:37,277: 't'
2019-11-25 10:42:37,422: Key.space
2019-11-25 10:42:37,660: 's'
2019-11-25 10:42:37,769: 'a'
2019-11-25 10:42:38,157: 'm'
2019-11-25 10:42:38,645: 's'
2019-11-25 10:42:38,806: 'u'
2019-11-25 10:42:39,062: 'n'
2019-11-25 10:42:39,469: 'g'
2019-11-25 10:42:39,669: Key.enter
2019-11-25 10:42:55,501: 't'
2019-11-25 10:42:55,599: 'a'
2019-11-25 10:42:55,748: 'b'
2019-11-25 10:42:56,093: 'l'
2019-11-25 10:42:56,198: 'e'
2019-11-25 10:42:56,427: 't'
2019-11-25 10:42:56,609: Key.enter
2019-11-25 10:43:14,381: Key.space
2019-11-25 10:43:14,565: 'm'
2019-11-25 10:43:15,384: 'i'
2019-11-25 10:43:16,215: Key.enter
2019-11-25 10:44:26,950: ','
2019-11-25 10:44:27,437: Key.backspace
2019-11-25 10:44:27,709: 'm'
2019-11-25 10:44:27,853: 'i'
2019-11-25 10:44:28,165: Key.space
2019-11-25 10:44:28,356: 'p'
2019-11-25 10:44:28,518: 'a'
2019-11-25 10:44:29,230: 'f'
2019-11-25 10:44:29,534: Key.backspace
2019-11-25 10:44:29,662: 'd'
2019-11-25 10:44:30,734: Key.down
2019-11-25 10:44:30,918: Key.down
2019-11-25 10:44:31,269: Key.enter
2019-11-25 10:48:06,453: 'm'
2019-11-25 10:48:06,629: 'i'
2019-11-25 10:48:06,780: Key.space
2019-11-25 10:48:06,924: 'p'
2019-11-25 10:48:07,029: 'a'
2019-11-25 10:48:07,245: 'd'
2019-11-25 10:48:07,372: Key.space
2019-11-25 10:48:07,981: '4'
2019-11-25 10:48:08,052: Key.space
2019-11-25 10:48:08,276: 'p'
2019-11-25 10:48:08,493: 'l'
2019-11-25 10:48:08,708: 'u'
2019-11-25 10:48:08,813: 's'
2019-11-25 10:48:08,988: Key.enter
2019-11-25 10:51:58,314: Key.esc
2019-11-25 10:53:39,796: Key.ctrl_l
2019-11-25 10:53:39,997: 'w'
2019-11-25 10:53:45,485: Key.ctrl_l
2019-11-25 10:53:45,634: 'w'
2019-11-25 10:55:03,037: 'w'
2019-11-25 10:55:03,149: 'i'
2019-11-25 10:55:03,316: 'n'
2019-11-25 10:55:03,436: 'd'
2019-11-25 10:55:03,533: 'o'
2019-11-25 10:55:03,757: 'w'
2019-11-25 10:55:04,485: Key.backspace
2019-11-25 10:55:06,308: 'w'
2019-11-25 10:55:06,451: 'i'
2019-11-25 10:55:06,612: 'n'
2019-11-25 10:55:06,748: 'd'
2019-11-25 10:55:06,884: 'o'
2019-11-25 10:55:07,004: 'w'
2019-11-25 10:55:07,196: 's'
2019-11-25 10:55:07,308: Key.space
2019-11-25 10:55:07,604: '1'
2019-11-25 10:55:07,763: '0'
2019-11-25 10:55:07,997: Key.space
2019-11-25 10:55:08,196: 'n'
2019-11-25 10:55:08,427: 'o'
2019-11-25 10:55:09,387: Key.backspace
2019-11-25 10:55:09,549: Key.backspace
2019-11-25 10:55:10,428: 'n'
2019-11-25 10:55:10,620: 'o'
2019-11-25 10:55:10,804: Key.space
2019-11-25 10:55:11,676: 'm'
2019-11-25 10:55:11,836: 'i'
2019-11-25 10:55:12,013: Key.space
2019-11-25 10:55:12,188: 'p'
2019-11-25 10:55:12,316: 'a'
2019-11-25 10:55:12,516: 'd'
2019-11-25 10:55:12,653: Key.space
2019-11-25 10:55:13,061: '4'
2019-11-25 10:55:13,204: Key.space
2019-11-25 10:55:13,429: 'p'
2019-11-25 10:55:13,717: 'l'
2019-11-25 10:55:13,980: 'u'
2019-11-25 10:55:14,308: 's'
2019-11-25 10:55:14,427: Key.enter
2019-11-25 10:57:34,860: Key.space
2019-11-25 10:58:08,428: Key.backspace
2019-11-25 10:58:08,604: Key.backspace
2019-11-25 10:58:08,820: Key.backspace
2019-11-25 10:58:09,172: Key.backspace
2019-11-25 10:58:09,356: Key.backspace
2019-11-25 10:58:09,523: Key.enter
2019-11-25 11:01:24,084: Key.left
2019-11-25 11:01:24,339: Key.left
2019-11-25 11:01:24,556: Key.left
2019-11-25 11:01:24,740: Key.left
2019-11-25 11:01:25,156: Key.left
2019-11-25 11:01:25,356: Key.left
2019-11-25 11:01:25,547: Key.left
2019-11-25 11:01:25,730: Key.left
2019-11-25 11:01:25,907: Key.left
2019-11-25 11:01:26,099: Key.left
2019-11-25 11:01:26,275: Key.left
2019-11-25 11:01:26,483: Key.left
2019-11-25 11:01:26,675: Key.left
2019-11-25 11:01:26,883: Key.left
2019-11-25 11:01:27,075: Key.left
2019-11-25 11:01:27,284: Key.left
2019-11-25 11:01:27,803: Key.right
2019-11-25 11:01:28,187: Key.left
2019-11-25 11:01:28,387: Key.left
2019-11-25 11:01:28,587: Key.left
2019-11-25 11:01:28,787: Key.left
2019-11-25 11:01:29,011: Key.left
2019-11-25 11:01:29,173: Key.left
2019-11-25 11:01:29,387: Key.left
2019-11-25 11:01:29,579: Key.left
2019-11-25 11:01:29,773: Key.left
2019-11-25 11:01:30,210: Key.left
2019-11-25 11:01:30,619: Key.left
2019-11-25 11:01:31,179: Key.left
2019-11-25 11:01:31,372: Key.left
2019-11-25 11:01:31,563: Key.left
2019-11-25 11:01:31,756: Key.left
2019-11-25 11:01:32,051: Key.right
2019-11-25 11:01:32,267: Key.right
2019-11-25 11:01:32,435: Key.left
2019-11-25 11:01:32,636: Key.right
2019-11-25 11:01:32,659: Key.left
2019-11-25 11:01:32,827: Key.left
2019-11-25 11:01:32,939: Key.right
2019-11-25 11:01:33,155: Key.right
2019-11-25 11:01:33,655: Key.right
2019-11-25 11:01:33,689: Key.right
2019-11-25 11:01:33,722: Key.right
2019-11-25 11:01:33,755: Key.right
2019-11-25 11:01:33,789: Key.right
2019-11-25 11:01:33,891: Key.right
2019-11-25 11:01:34,067: Key.right
2019-11-25 11:01:34,267: Key.right
2019-11-25 11:01:34,475: Key.right
2019-11-25 11:01:34,659: Key.right
2019-11-25 11:01:34,851: Key.right
2019-11-25 11:01:35,035: Key.right
2019-11-25 11:01:35,203: Key.right
2019-11-25 11:01:35,378: Key.right
2019-11-25 11:01:35,540: Key.right
2019-11-25 11:01:35,699: Key.right
2019-11-25 11:01:35,882: Key.right
2019-11-25 11:01:36,059: Key.right
2019-11-25 11:01:36,267: Key.right
2019-11-25 11:01:36,435: Key.right
2019-11-25 11:01:36,622: Key.right
2019-11-25 11:01:36,803: Key.right
2019-11-25 11:01:37,004: Key.right
2019-11-25 11:01:37,178: Key.right
2019-11-25 11:01:37,372: Key.right
2019-11-25 11:01:37,555: Key.right
2019-11-25 11:01:37,747: Key.right
2019-11-25 11:01:37,955: Key.right
2019-11-25 11:01:38,139: Key.right
2019-11-25 11:01:38,331: Key.right
2019-11-25 11:01:38,588: Key.right
2019-11-25 11:01:38,875: Key.left
2019-11-25 11:01:39,115: Key.left
2019-11-25 11:01:40,979: Key.right
2019-11-25 11:01:41,483: Key.right
2019-11-25 11:01:42,187: Key.right
2019-11-25 11:01:42,915: Key.right
2019-11-25 11:01:43,499: Key.right
2019-11-25 11:01:44,004: Key.right
2019-11-25 11:01:44,763: Key.right
2019-11-25 11:01:45,491: Key.right
2019-11-25 11:01:45,899: Key.right
2019-11-25 11:01:46,915: Key.right
2019-11-25 11:01:47,675: Key.right
2019-11-25 11:01:47,954: Key.right
2019-11-25 11:01:48,315: Key.right
2019-11-25 11:01:48,555: Key.right
2019-11-25 11:01:49,731: Key.left
2019-11-25 11:01:49,939: Key.left
2019-11-25 11:01:50,163: Key.left
2019-11-25 11:01:50,362: Key.left
2019-11-25 11:01:51,683: Key.right
2019-11-25 11:01:52,187: Key.left
2019-11-25 11:01:52,779: Key.left
2019-11-25 11:01:53,043: Key.left
2019-11-25 11:01:56,011: Key.left
2019-11-25 11:01:56,427: Key.left
2019-11-25 11:01:56,866: Key.left
2019-11-25 11:01:57,155: Key.left
2019-11-25 11:01:57,475: Key.left
2019-11-25 11:01:58,275: Key.right
2019-11-25 11:02:00,811: Key.left
2019-11-25 11:02:01,443: Key.left
2019-11-25 11:02:01,747: Key.left
2019-11-25 11:02:02,131: Key.left
2019-11-25 11:02:02,714: Key.left
2019-11-25 11:02:03,252: Key.right
2019-11-25 11:02:03,475: Key.right
2019-11-25 11:02:03,731: Key.right
2019-11-25 11:02:04,027: Key.right
2019-11-25 11:02:04,539: Key.right
2019-11-25 11:02:05,163: Key.left
2019-11-25 11:02:06,259: Key.left
2019-11-25 11:02:07,179: Key.right
2019-11-25 11:02:07,907: Key.right
2019-11-25 11:02:08,491: Key.right
2019-11-25 11:02:09,875: Key.right
2019-11-25 11:02:10,475: Key.right
2019-11-25 11:02:11,026: Key.right
2019-11-25 11:02:11,659: Key.right
2019-11-25 11:02:12,275: Key.right
2019-11-25 11:02:12,971: Key.right
2019-11-25 11:02:13,603: Key.right
2019-11-25 11:02:14,891: Key.left
2019-11-25 11:02:15,147: Key.left
2019-11-25 11:02:15,307: Key.left
2019-11-25 11:02:15,490: Key.left
2019-11-25 11:02:15,691: Key.left
2019-11-25 11:02:15,875: Key.left
2019-11-25 11:02:16,059: Key.left
2019-11-25 11:02:16,259: Key.left
2019-11-25 11:02:16,435: Key.left
2019-11-25 11:02:16,667: Key.left
2019-11-25 11:02:16,867: Key.left
2019-11-25 11:02:17,068: Key.left
2019-11-25 11:02:17,284: Key.left
2019-11-25 11:02:22,075: Key.right
2019-11-25 11:02:23,643: Key.right
2019-11-25 11:02:24,795: Key.right
2019-11-25 11:02:25,843: Key.right
2019-11-25 11:02:28,619: Key.right
2019-11-25 11:02:29,539: Key.right
2019-11-25 11:02:30,707: Key.right
2019-11-25 11:02:32,019: Key.right
2019-11-25 11:02:33,332: Key.right
2019-11-25 11:02:34,275: Key.right
2019-11-25 11:02:36,539: Key.ctrl_l
2019-11-25 11:02:36,891: 'w'
2019-11-25 11:02:39,575: Key.right
2019-11-25 11:02:39,836: Key.right
2019-11-25 11:02:40,058: Key.right
2019-11-25 11:02:40,170: Key.right
2019-11-25 11:02:40,671: Key.right
2019-11-25 11:02:40,704: Key.right
2019-11-25 11:02:40,737: Key.right
2019-11-25 11:02:40,770: Key.right
2019-11-25 11:02:40,803: Key.right
2019-11-25 11:02:40,836: Key.right
2019-11-25 11:02:40,869: Key.right
2019-11-25 11:02:40,902: Key.right
2019-11-25 11:02:40,935: Key.right
2019-11-25 11:02:40,968: Key.right
2019-11-25 11:02:41,000: Key.right
2019-11-25 11:02:41,034: Key.right
2019-11-25 11:02:41,067: Key.right
2019-11-25 11:02:41,101: Key.right
2019-11-25 11:02:41,133: Key.right
2019-11-25 11:02:41,167: Key.right
2019-11-25 11:02:41,199: Key.right
2019-11-25 11:02:41,232: Key.right
2019-11-25 11:02:41,265: Key.right
2019-11-25 11:02:42,147: Key.right
2019-11-25 11:02:42,427: Key.right
2019-11-25 11:02:42,604: Key.right
2019-11-25 11:02:42,804: Key.right
2019-11-25 11:02:42,971: Key.right
2019-11-25 11:02:43,165: Key.right
2019-11-25 11:02:43,356: Key.right
2019-11-25 11:02:43,540: Key.right
2019-11-25 11:02:43,748: Key.right
2019-11-25 11:02:43,932: Key.right
2019-11-25 11:02:44,413: Key.right
2019-11-25 11:02:44,642: Key.right
2019-11-25 11:02:44,835: Key.right
2019-11-25 11:02:45,044: Key.right
2019-11-25 11:02:45,235: Key.right
2019-11-25 11:02:45,444: Key.right
2019-11-25 11:02:45,651: Key.right
2019-11-25 11:02:45,859: Key.right
2019-11-25 11:02:46,036: Key.right
2019-11-25 11:02:46,251: Key.right
2019-11-25 11:02:46,467: Key.right
2019-11-25 11:02:46,659: Key.right
2019-11-25 11:02:47,515: Key.ctrl_l
2019-11-25 11:02:48,016: Key.ctrl_l
2019-11-25 11:02:48,049: Key.ctrl_l
2019-11-25 11:02:48,082: Key.ctrl_l
2019-11-25 11:02:48,115: Key.ctrl_l
2019-11-25 11:02:48,148: Key.ctrl_l
2019-11-25 11:02:48,620: Key.home
2019-11-25 11:02:49,087: Key.ctrl_l
2019-11-25 11:02:49,250: 'w'
2019-11-25 11:02:57,219: Key.ctrl_l
2019-11-25 11:02:57,720: Key.ctrl_l
2019-11-25 11:02:57,753: Key.ctrl_l
2019-11-25 11:02:57,785: Key.ctrl_l
2019-11-25 11:02:57,818: Key.ctrl_l
2019-11-25 11:02:57,851: Key.ctrl_l
2019-11-25 11:02:57,884: Key.ctrl_l
2019-11-25 11:02:57,917: Key.ctrl_l
2019-11-25 11:02:57,950: Key.ctrl_l
2019-11-25 11:02:57,984: Key.ctrl_l
2019-11-25 11:02:58,016: Key.ctrl_l
2019-11-25 11:02:58,049: Key.ctrl_l
2019-11-25 11:02:58,083: Key.ctrl_l
2019-11-25 11:02:58,116: Key.ctrl_l
2019-11-25 11:02:58,149: Key.ctrl_l
2019-11-25 11:02:58,181: Key.ctrl_l
2019-11-25 11:02:58,215: Key.ctrl_l
2019-11-25 11:02:58,247: Key.ctrl_l
2019-11-25 11:02:58,280: Key.ctrl_l
2019-11-25 11:03:00,907: Key.ctrl_l
2019-11-25 11:03:01,276: 'w'
2019-11-25 11:03:02,347: Key.ctrl_l
2019-11-25 11:03:02,482: 'w'
2019-11-25 11:03:02,779: Key.ctrl_l
2019-11-25 11:03:02,948: 'w'
2019-11-25 11:03:04,131: 'w'
2019-11-25 11:03:04,971: Key.ctrl_l
2019-11-25 11:03:05,123: 'w'
2019-11-25 11:03:07,500: Key.ctrl_l
2019-11-25 11:03:09,852: Key.ctrl_l
2019-11-25 11:03:09,964: 'w'
2019-11-25 11:03:11,316: Key.ctrl_l
2019-11-25 11:03:11,547: 'w'
2019-11-25 11:03:12,354: Key.ctrl_l
2019-11-25 11:03:12,390: 'w'
2019-11-25 11:03:13,211: Key.ctrl_l
2019-11-25 11:03:13,612: 'w'
2019-11-25 11:03:14,483: Key.ctrl_l
2019-11-25 11:03:25,235: Key.ctrl_l
2019-11-25 11:03:25,251: Key.shift
2019-11-25 11:03:25,338: 't'
2019-11-25 11:03:29,844: 'a'
2019-11-25 11:03:29,985: 'd'
2019-11-25 11:03:30,086: 'a'
2019-11-25 11:03:30,203: 'i'
2019-11-25 11:03:30,366: 'l'
2019-11-25 11:03:30,469: 'd'
2019-11-25 11:03:30,523: 'e'
2019-11-25 11:03:30,760: '1'
2019-11-25 11:03:30,854: '0'
2019-11-25 11:03:30,991: '0'
2019-11-25 11:03:31,211: Key.enter
2019-11-25 11:04:02,891: Key.esc
2019-11-25 11:04:13,248: Key.f5
2019-11-25 11:04:13,467: Key.f5
2019-11-25 11:04:13,639: Key.f5
2019-11-25 11:14:22,442: Key.ctrl_l
2019-11-25 11:14:22,522: Key.tab
2019-11-25 11:14:28,165: Key.ctrl_l
2019-11-25 11:14:28,275: Key.tab
2019-11-25 11:16:12,620: Key.ctrl_l
2019-11-25 11:16:12,761: 't'
2019-11-25 11:16:13,738: 'a'
2019-11-25 11:16:14,066: 'r'
2019-11-25 11:16:14,242: 'a'
2019-11-25 11:16:14,459: 'g'
2019-11-25 11:16:14,643: 'u'
2019-11-25 11:16:14,723: 'a'
2019-11-25 11:16:14,834: 'i'
2019-11-25 11:16:15,051: Key.space
2019-11-25 11:16:15,283: 'p'
2019-11-25 11:16:15,914: Key.backspace
2019-11-25 11:16:16,075: 'b'
2019-11-25 11:16:16,153: 'r'
2019-11-25 11:16:16,498: 'a'
2019-11-25 11:16:16,675: 's'
2019-11-25 11:16:17,778: Key.down
2019-11-25 11:16:18,042: Key.space
2019-11-25 11:16:19,571: 'a'
2019-11-25 11:16:19,730: 'l'
2019-11-25 11:16:20,137: 'a'
2019-11-25 11:16:20,538: Key.backspace
2019-11-25 11:16:20,810: 'f'
2019-11-25 11:16:20,899: 'a'
2019-11-25 11:16:21,146: 'n'
2019-11-25 11:16:21,386: 'd'
2019-11-25 11:16:21,483: 'e'
2019-11-25 11:16:22,147: 'g'
2019-11-25 11:16:22,242: 'a'
2019-11-25 11:16:22,433: Key.space
2019-11-25 11:16:22,809: 'v'
2019-11-25 11:16:22,930: 'a'
2019-11-25 11:16:23,090: 'l'
2019-11-25 11:16:23,250: 'o'
2019-11-25 11:16:23,346: 'r'
2019-11-25 11:16:23,418: 'e'
2019-11-25 11:16:23,602: 's'
2019-11-25 11:16:23,737: Key.enter
2019-11-25 11:26:46,442: Key.ctrl_l
2019-11-25 11:26:46,942: Key.ctrl_l
2019-11-25 11:26:46,974: Key.ctrl_l
2019-11-25 11:26:47,007: Key.ctrl_l
2019-11-25 11:26:47,041: Key.ctrl_l
2019-11-25 11:26:47,074: Key.ctrl_l
2019-11-25 11:26:47,106: Key.ctrl_l
2019-11-25 11:26:47,139: Key.ctrl_l
2019-11-25 11:26:47,172: Key.ctrl_l
2019-11-25 11:26:47,205: Key.ctrl_l
2019-11-25 11:26:47,238: Key.ctrl_l
2019-11-25 11:26:47,272: Key.ctrl_l
2019-11-25 11:26:47,305: Key.ctrl_l
2019-11-25 11:26:47,338: Key.ctrl_l
2019-11-25 11:26:47,370: Key.ctrl_l
2019-11-25 11:26:47,403: Key.ctrl_l
2019-11-25 11:26:47,436: Key.ctrl_l
2019-11-25 11:26:47,469: Key.ctrl_l
2019-11-25 11:26:47,501: Key.ctrl_l
2019-11-25 11:26:47,534: Key.ctrl_l
2019-11-25 11:26:47,567: Key.ctrl_l
2019-11-25 11:26:47,601: Key.ctrl_l
2019-11-25 11:26:47,635: Key.ctrl_l
2019-11-25 11:31:55,273: Key.ctrl_l
2019-11-25 11:31:55,399: 't'
2019-11-25 11:31:56,294: 'v'
2019-11-25 11:31:56,424: 'i'
2019-11-25 11:31:56,512: 'a'
2019-11-25 11:31:56,832: 'b'
2019-11-25 11:31:57,088: 'i'
2019-11-25 11:31:57,257: 'l'
2019-11-25 11:31:57,400: 'i'
2019-11-25 11:31:57,505: 'd'
2019-11-25 11:31:57,568: 'a'
2019-11-25 11:31:57,688: 'd'
2019-11-25 11:31:57,768: 'e'
2019-11-25 11:31:57,937: Key.enter
2019-11-25 11:32:11,719: Key.down
2019-11-25 11:32:11,850: Key.down
2019-11-25 11:32:12,416: Key.enter
2019-11-25 11:36:32,371: Key.ctrl_l
2019-11-25 11:36:32,718: 'w'
2019-11-25 11:36:36,589: Key.ctrl_l
2019-11-25 11:36:37,091: Key.ctrl_l
2019-11-25 11:36:37,124: Key.ctrl_l
2019-11-25 11:36:37,156: Key.ctrl_l
2019-11-25 11:36:37,190: Key.ctrl_l
2019-11-25 11:36:37,222: Key.ctrl_l
2019-11-25 11:36:37,255: Key.ctrl_l
2019-11-25 11:36:37,289: Key.ctrl_l
2019-11-25 11:36:37,322: Key.ctrl_l
2019-11-25 11:36:37,356: Key.ctrl_l
2019-11-25 11:36:37,387: Key.ctrl_l
2019-11-25 11:36:37,434: Key.ctrl_l
2019-11-25 11:36:37,465: Key.ctrl_l
2019-11-25 11:36:37,487: Key.ctrl_l
2019-11-25 11:36:37,994: Key.ctrl_l
2019-11-25 11:36:38,503: Key.ctrl_l
2019-11-25 11:36:38,535: Key.ctrl_l
2019-11-25 11:36:38,562: Key.ctrl_l
2019-11-25 11:36:38,595: Key.ctrl_l
2019-11-25 11:36:38,627: Key.ctrl_l
2019-11-25 11:36:38,661: Key.ctrl_l
2019-11-25 11:36:38,694: Key.ctrl_l
2019-11-25 11:37:29,265: Key.ctrl_l
2019-11-25 11:37:38,376: 'a'
2019-11-25 11:37:38,759: 'n'
2019-11-25 11:37:39,075: ['´']
2019-11-25 11:37:39,136: 'a'
2019-11-25 11:37:39,335: 'l'
2019-11-25 11:37:39,520: 'i'
2019-11-25 11:37:39,592: 's'
2019-11-25 11:37:39,776: 'e'
2019-11-25 11:37:39,895: Key.space
2019-11-25 11:37:39,983: 'd'
2019-11-25 11:37:40,080: 'e'
2019-11-25 11:37:40,143: Key.space
2019-11-25 11:37:40,336: 'r'
2019-11-25 11:37:40,424: 'e'
2019-11-25 11:37:40,993: 'g'
2019-11-25 11:37:41,088: 'r'
2019-11-25 11:37:41,352: 's'
2019-11-25 11:37:41,543: 's'
2019-11-25 11:37:41,640: 'a'
2019-11-25 11:37:42,464: Key.backspace
2019-11-25 11:37:42,964: Key.backspace
2019-11-25 11:37:42,996: Key.backspace
2019-11-25 11:37:43,029: Key.backspace
2019-11-25 11:37:43,062: Key.backspace
2019-11-25 11:37:43,094: Key.backspace
2019-11-25 11:37:43,128: Key.backspace
2019-11-25 11:37:43,160: Key.backspace
2019-11-25 11:37:43,194: Key.backspace
2019-11-25 11:37:43,226: Key.backspace
2019-11-25 11:37:43,260: Key.backspace
2019-11-25 11:37:43,293: Key.backspace
2019-11-25 11:37:43,326: Key.backspace
2019-11-25 11:37:43,359: Key.backspace
2019-11-25 11:37:43,472: Key.backspace
2019-11-25 11:37:43,640: Key.backspace
2019-11-25 11:37:43,808: Key.backspace
2019-11-25 11:37:43,959: Key.backspace
2019-11-25 11:37:44,545: ['´']
2019-11-25 11:37:44,640: 'á'
2019-11-25 11:37:44,752: 's'
2019-11-25 11:37:45,383: Key.backspace
2019-11-25 11:37:46,064: 'l'
2019-11-25 11:37:46,264: 'i'
2019-11-25 11:37:46,367: 's'
2019-11-25 11:37:46,584: 'e'
2019-11-25 11:37:46,712: Key.space
2019-11-25 11:37:46,864: 'd'
2019-11-25 11:37:46,944: 'e'
2019-11-25 11:37:48,336: Key.space
2019-11-25 11:37:48,639: 'r'
2019-11-25 11:37:48,736: 'e'
2019-11-25 11:37:49,000: 'g'
2019-11-25 11:37:49,088: 'r'
2019-11-25 11:37:49,280: 'e'
2019-11-25 11:37:50,080: Key.down
2019-11-25 11:37:50,384: Key.down
2019-11-25 11:37:50,783: Key.enter
2019-11-25 11:38:03,496: Key.ctrl_l
2019-11-25 11:38:03,995: Key.ctrl_l
2019-11-25 11:38:19,256: Key.ctrl_l
2019-11-25 11:38:19,761: Key.ctrl_l
2019-11-25 11:38:19,789: Key.ctrl_l
2019-11-25 11:38:19,823: Key.ctrl_l
2019-11-25 11:38:19,856: Key.ctrl_l
2019-11-25 11:38:19,889: Key.ctrl_l
2019-11-25 11:38:19,921: Key.ctrl_l
2019-11-25 11:38:19,954: Key.ctrl_l
2019-11-25 11:38:19,987: Key.ctrl_l
2019-11-25 11:38:20,019: Key.ctrl_l
2019-11-25 11:38:20,054: Key.ctrl_l
2019-11-25 11:38:20,087: Key.ctrl_l
2019-11-25 11:38:20,120: Key.ctrl_l
2019-11-25 11:38:20,151: Key.ctrl_l
2019-11-25 11:38:20,185: Key.ctrl_l
2019-11-25 11:38:20,218: Key.ctrl_l
2019-11-25 11:38:20,251: Key.ctrl_l
2019-11-25 11:38:52,128: Key.ctrl_l
2019-11-25 11:38:52,402: 'w'
2019-11-25 11:39:44,397: Key.cmd
2019-11-25 11:39:44,459: 'd'
2019-11-25 11:39:57,100: 'g'
2019-11-25 11:39:57,288: 'i'
2019-11-25 11:39:57,381: 't'
2019-11-25 11:39:57,506: Key.space
2019-11-25 11:39:57,759: 'c'
2019-11-25 11:39:57,901: 'l'
2019-11-25 11:39:58,057: 'o'
2019-11-25 11:39:58,245: 'n'
2019-11-25 11:39:58,339: 'e'
2019-11-25 11:39:58,526: Key.space
2019-11-25 11:39:58,951: Key.ctrl_l
2019-11-25 11:39:59,294: 'v'
2019-11-25 11:40:00,776: Key.ctrl_l
